n,alpha,epsilon,Ef,target,target_with_noise,equation_name,varied_variable_name,target_with_error,error_function,target_with_error_without_noise
0.0005295823147386525,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0026317444890031627,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0036421224169451705,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0036679985507950263,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.003859289841371627,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.005089076758199251,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.005113703954357063,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.005371225333287377,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.007659281532187978,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0077208470887001335,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008212043548327386,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008289438314192932,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008492847684999916,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008553148743105421,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.00867044708910969,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008946615616233333,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.008981679442278123,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.00943998284341896,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.010123660147681735,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.010306384520254452,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.010977737846236124,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.011795034443326746,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.011871127092750067,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.012127393337304171,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0143939379687954,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.015015708419091611,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.01526279259941088,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.015788082813797844,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.01588687546165002,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.01867002125565642,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.018685980066312502,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.01982314805598595,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.020516064350091234,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.022311640901899965,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.022447438163188838,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02278765374318925,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02290305625546052,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.022980851168193484,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.023381272688928423,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02360327767147319,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02391910159144095,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.024940064796467376,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.024940623811583795,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.025508729951493336,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.026138538487926022,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.026250697102981113,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02695887069716374,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.02699546287860699,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.027206808609664512,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.027426603611899858,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.028048959940549456,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.028217453261058623,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.029027772879742342,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.029178044066338504,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.030681026914457732,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.031995299265984656,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0324952507141224,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03386941597013726,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03424221718097764,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03456787268881789,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03467825052068374,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0347088247933629,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.035291280551313475,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03532229065168535,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.0353618826355806,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03649953246621984,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03660870321404497,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.037542412969315486,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.037645350662018906,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03942151682210826,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.03975131313815905,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.040134479334657636,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.04324274145290663,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
0.043625781653516826,0.0,1.0,1.0,0.0,0.0,Feynman64,n,0.0,0.0,0.0
